Anio,Categoria,Pais,Genero,Edad,Sexo
2017,Aficionado,Colombia,Drama,30.0,Femenino
2017,Aficionado,Colombia,Drama,18.0,Femenino
2017,Aficionado,Extranjero,Ficcion,22.0,Masculino
2017,Aficionado,Colombia,Drama,44.0,Femenino
2017,Aficionado,Colombia,Suspenso,27.0,Masculino
2017,Aficionado,Colombia,Drama,22.0,Masculino
2017,Aficionado,Colombia,Comedia,35.0,Masculino
2017,Aficionado,Colombia,Suspenso,26.0,Masculino
2017,Aficionado,Colombia,Ficcion,28.0,Masculino
2017,Aficionado,Colombia,Drama,35.0,Femenino
2017,Aficionado,Colombia,Comedia romantica,26.0,Masculino
2017,Aficionado,Colombia,Ficcion,18.0,Femenino
2017,Aficionado,Colombia,Comedia,21.0,Masculino
2017,Aficionado,Colombia,Suspenso,20.0,Femenino
2017,Aficionado,Colombia,Drama,22.0,Masculino
2017,Aficionado,Colombia,Documental,25.0,Masculino
2017,Aficionado,Colombia,Suspenso,26.0,Masculino
2017,Aficionado,Extranjero,Suspenso,38.0,Masculino
2017,Aficionado,Extranjero,Documental,38.0,Masculino
2017,Aficionado,Colombia,Suspenso,31.0,Masculino
2017,Aficionado,Colombia,Documental,39.0,Femenino
2017,Aficionado,Colombia,Suspenso,23.0,Masculino
2017,Aficionado,Colombia,Drama,19.0,Masculino
2017,Aficionado,Colombia,Drama,18.0,Masculino
2017,Aficionado,Colombia,Ficcion,27.0,Femenino
2017,Aficionado,Colombia,Drama,24.0,Femenino
2017,Aficionado,Colombia,Drama,26.0,Masculino
2017,Aficionado,Colombia,Documental,22.0,Femenino
2017,Aficionado,Colombia,Suspenso,26.0,Masculino
2017,Aficionado,Colombia,Comedia,29.0,Masculino
2017,Aficionado,Colombia,Comedia,33.0,Masculino
2017,Aficionado,Colombia,Ficcion,30.0,Femenino
2017,Aficionado,Colombia,Drama,25.0,Femenino
2017,Aficionado,Colombia,Drama,26.0,Masculino
2017,Aficionado,Colombia,Documental,24.0,Masculino
2017,Aficionado,Colombia,Comedia,20.0,Masculino
2017,Aficionado,Colombia,Drama,20.0,Femenino
2017,Aficionado,Colombia,Drama,21.0,Masculino
2017,Aficionado,Colombia,Drama,18.0,Masculino
2017,Aficionado,Colombia,Ficcion,24.0,Masculino
2017,Aficionado,Colombia,Documental,25.0,Masculino
2017,Aficionado,Colombia,Drama,25.0,Masculino
2017,Aficionado,Colombia,Drama,22.0,Masculino
2017,Juvenil,Colombia,Suspenso,17.0,Masculino
2017,Juvenil,Colombia,Comedia romantica,14.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Terror,17.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Documental,17.0,Femenino
2017,Juvenil,Colombia,Suspenso,17.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Femenino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Colombia,Drama,15.0,Masculino
2017,Juvenil,Colombia,Ficcion,17.0,Masculino
2017,Juvenil,Colombia,Ficcion,14.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Masculino
2017,Juvenil,Colombia,Ficcion,16.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Colombia,Accion,14.0,Masculino
2017,Juvenil,Colombia,Suspenso,15.0,Masculino
2017,Juvenil,Colombia,Documental,16.0,Femenino
2017,Juvenil,Colombia,Suspenso,17.0,Masculino
2017,Juvenil,Colombia,Comedia,16.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Masculino
2017,Juvenil,Colombia,Suspenso,17.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Colombia,Comedia romantica,16.0,Masculino
2017,Juvenil,Colombia,Drama,16.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Colombia,Ficcion,15.0,Masculino
2017,Juvenil,Colombia,Comedia,16.0,Masculino
2017,Juvenil,Colombia,Suspenso,15.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Femenino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Suspenso,17.0,Femenino
2017,Juvenil,Colombia,Suspenso,16.0,Femenino
2017,Juvenil,Colombia,Ficcion,16.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Terror,17.0,Femenino
2017,Juvenil,Colombia,Ficcion,17.0,Masculino
2017,Juvenil,Colombia,Terror,14.0,Femenino
2017,Juvenil,Colombia,Drama,15.0,Masculino
2017,Juvenil,Colombia,Accion,17.0,Masculino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Drama,15.0,Femenino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Ficcion,17.0,Femenino
2017,Juvenil,Colombia,Suspenso,17.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Comedia,17.0,Masculino
2017,Juvenil,Colombia,Drama,16.0,Masculino
2017,Juvenil,Colombia,Ficcion,16.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Drama,16.0,Femenino
2017,Juvenil,Colombia,Terror,17.0,Masculino
2017,Juvenil,Colombia,Drama,15.0,Masculino
2017,Juvenil,Colombia,Ficcion,16.0,Masculino
2017,Juvenil,Colombia,Comedia,17.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Colombia,Suspenso,17.0,Femenino
2017,Juvenil,Colombia,Accion,16.0,Masculino
2017,Juvenil,Colombia,Accion,15.0,Femenino
2017,Juvenil,Colombia,Ficcion,17.0,Femenino
2017,Juvenil,Colombia,Drama,15.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Drama,15.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Extranjero,Accion,14.0,Masculino
2017,Juvenil,Colombia,Accion,14.0,Masculino
2017,Juvenil,Colombia,Documental,16.0,Masculino
2017,Juvenil,Colombia,Documental,16.0,Femenino
2017,Juvenil,Colombia,Terror,17.0,Masculino
2017,Juvenil,Colombia,Drama,16.0,Masculino
2017,Juvenil,Colombia,Drama,15.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Comedia,17.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Femenino
2017,Juvenil,Colombia,Terror,14.0,Femenino
2017,Juvenil,Colombia,Comedia,14.0,Femenino
2017,Juvenil,Colombia,Drama,14.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Masculino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Femenino
2017,Juvenil,Colombia,Terror,15.0,Masculino
2017,Juvenil,Extranjero,Drama,14.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Terror,17.0,Masculino
2017,Juvenil,Colombia,Drama,15.0,Femenino
2017,Juvenil,Colombia,Ficcion,14.0,Masculino
2017,Juvenil,Colombia,Drama,15.0,Femenino
2017,Juvenil,Colombia,Terror,16.0,Femenino
2017,Juvenil,Colombia,Comedia,17.0,Masculino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Suspenso,15.0,Femenino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Extranjero,Ficcion,16.0,Masculino
2017,Juvenil,Colombia,Terror,17.0,Femenino
2017,Juvenil,Colombia,Suspenso,15.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Terror,17.0,Masculino
2017,Juvenil,Colombia,Accion,16.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Comedia,16.0,Masculino
2017,Juvenil,Colombia,Suspenso,16.0,Masculino
2017,Juvenil,Colombia,Comedia romantica,17.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Femenino
2017,Juvenil,Colombia,Ficcion,17.0,Femenino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Femenino
2017,Juvenil,Colombia,Comedia,14.0,Femenino
2017,Juvenil,Colombia,Ficcion,16.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Drama,17.0,Masculino
2017,Juvenil,Colombia,Suspenso,17.0,Masculino
2017,Juvenil,Colombia,Drama,16.0,Femenino
2017,Juvenil,Colombia,Terror,16.0,Femenino
2017,Juvenil,Colombia,Comedia,16.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Femenino
2017,Juvenil,Colombia,Drama,16.0,Femenino
2017,Juvenil,Extranjero,Ficcion,14.0,Femenino
2017,Juvenil,Colombia,Drama,14.0,Femenino
2017,Juvenil,Colombia,Drama,14.0,Masculino
2017,Juvenil,Colombia,Documental,17.0,Masculino
2017,Profesional,Colombia,Drama,28.0,Femenino
2017,Profesional,Colombia,Drama,33.0,Masculino
2017,Profesional,Colombia,Suspenso,32.0,Masculino
2017,Profesional,Colombia,Drama,31.0,Masculino
2017,Profesional,Colombia,Drama,42.0,Masculino
2017,Profesional,Colombia,Ficcion,32.0,Masculino
2017,Profesional,Colombia,Ficcion,26.0,Masculino
2017,Profesional,Colombia,Documental,26.0,Femenino
2017,Profesional,Colombia,Ficcion,34.0,Femenino
2017,Profesional,Colombia,Drama,26.0,Masculino
2017,Profesional,Colombia,Ficcion,28.0,Masculino
2017,Profesional,Colombia,Documental,42.0,Masculino
2017,Profesional,Colombia,Suspenso,32.0,Masculino
2017,Profesional,Colombia,Ficcion,35.0,Masculino
2017,Profesional,Colombia,Drama,30.0,Masculino
2017,Profesional,Colombia,Suspenso,25.0,Masculino
2017,Profesional,Colombia,Documental,29.0,Femenino
2017,Profesional,Colombia,Ficcion,29.0,Masculino
2017,Profesional,Colombia,Suspenso,33.0,Masculino
2017,Profesional,Colombia,Suspenso,38.0,Masculino
2017,Profesional,Colombia,Drama,26.0,Masculino
2017,Profesional,Colombia,Drama,30.0,Masculino
2017,Profesional,Colombia,Comedia,22.0,Femenino
2017,Profesional,Colombia,Documental,23.0,Masculino
2017,Profesional,Colombia,Comedia,30.0,Masculino
2017,Profesional,Colombia,Drama,23.0,Masculino
2017,Profesional,Colombia,Ficcion,30.0,Masculino
2017,Profesional,Colombia,Suspenso,28.0,Masculino
2017,Profesional,Colombia,Ficcion,41.0,Masculino
2017,Profesional,Colombia,Ficcion,21.0,Femenino
2017,Profesional,Colombia,Documental,39.0,Masculino
2017,Profesional,Extranjero,Drama,37.0,Femenino
2017,Profesional,Extranjero,Terror,42.0,Masculino
2017,Profesional,Colombia,Drama,27.0,Masculino
2017,Profesional,Colombia,Suspenso,22.0,Femenino
2017,Profesional,Colombia,Terror,26.0,Masculino
2017,Profesional,Colombia,Documental,48.0,Masculino
2017,Profesional,Colombia,Documental,35.0,Femenino
2017,Profesional,Colombia,Drama,29.0,Femenino
2017,Profesional,Colombia,Accion,24.0,Masculino
2017,Profesional,Colombia,Drama,37.0,Masculino
2017,Profesional,Colombia,Suspenso,33.0,Masculino
2017,Profesional,Colombia,Suspenso,40.0,Masculino
2017,Profesional,Colombia,Suspenso,36.0,Masculino
2017,Profesional,Extranjero,Ficcion,42.0,Masculino
2017,Profesional,Colombia,Ficcion,23.0,Femenino
2017,Profesional,Colombia,Drama,18.0,Masculino
2017,Profesional,Colombia,Ficcion,33.0,Masculino
2017,Profesional,Colombia,Ficcion,26.0,Masculino
2017,Profesional,Colombia,Drama,35.0,Masculino
2017,Profesional,Colombia,Drama,31.0,Femenino
2017,Profesional,Colombia,Ficcion,27.0,Femenino
2017,Profesional,Colombia,Ficcion,40.0,Masculino
2017,Profesional,Colombia,Accion,37.0,Masculino
2017,Profesional,Colombia,Drama,31.0,Masculino
2017,Profesional,Colombia,Ficcion,37.0,Femenino
2017,Profesional,Colombia,Drama,30.0,Masculino
2017,Profesional,Colombia,Suspenso,34.0,Masculino
2017,Profesional,Colombia,Ficcion,31.0,Masculino
2017,Profesional,Colombia,Comedia romantica,30.0,Masculino
2017,Profesional,Colombia,Drama,40.0,Masculino
2017,Profesional,Colombia,Drama,38.0,Femenino
2017,Profesional,Colombia,Terror,23.0,Femenino
2017,Profesional,Colombia,Drama,25.0,Masculino
2017,Profesional,Colombia,Drama,20.0,Femenino
2017,Profesional,Colombia,Drama,39.0,Femenino
2017,Profesional,Colombia,Drama,40.0,Masculino
2017,Profesional,Colombia,Suspenso,28.0,Masculino
2017,Profesional,Colombia,Ficcion,36.0,Masculino
2017,Profesional,Colombia,Comedia romantica,39.0,Masculino
2017,Profesional,Colombia,Documental,18.0,Masculino
2017,Profesional,Colombia,Comedia,47.0,Femenino
2017,Profesional,Colombia,Ficcion,18.0,Masculino
2017,Profesional,Colombia,Ficcion,44.0,Masculino
2017,Profesional,Colombia,Ficcion,36.0,Masculino
2017,Profesional,Colombia,Suspenso,29.0,Masculino
2017,SmarTIC,Colombia,Suspenso,32.0,Masculino
2017,SmarTIC,Colombia,Accion,29.0,Masculino
2017,SmarTIC,Colombia,Accion,29.0,Masculino
2017,SmarTIC,Colombia,Comedia romantica,22.0,Femenino
2017,SmarTIC,Colombia,Ficcion,31.0,Masculino
2017,SmarTIC,Colombia,Documental,20.0,Masculino
2017,SmarTIC,Colombia,Documental,39.0,Masculino
2017,SmarTIC,Colombia,Drama,14.0,Femenino
2017,SmarTIC,Colombia,Accion,26.0,Masculino
2017,SmarTIC,Colombia,Drama,32.0,Masculino
2017,SmarTIC,Colombia,Drama,48.0,Masculino
2017,SmarTIC,Colombia,Ficcion,17.0,Masculino
2017,SmarTIC,Colombia,Documental,7.0,Femenino
2017,SmarTIC,Colombia,Drama,38.0,Masculino
2017,SmarTIC,Colombia,Suspenso,37.0,Masculino
2017,SmarTIC,Colombia,Drama,45.0,Masculino
2017,SmarTIC,Colombia,Documental,20.0,Femenino
2017,SmarTIC,Colombia,Ficcion,13.0,Femenino
2017,SmarTIC,Colombia,Documental,10.0,Masculino
2017,SmarTIC,Colombia,Documental,10.0,Masculino
2017,SmarTIC,Colombia,Comedia,28.0,Masculino
2017,SmarTIC,Colombia,Documental,5.0,Masculino
2017,SmarTIC,Colombia,Suspenso,35.0,Masculino
2017,SmarTIC,Colombia,Ficcion,42.0,Femenino
2017,SmarTIC,Colombia,Drama,22.0,Masculino
2017,SmarTIC,Colombia,Documental,45.0,Masculino
2017,SmarTIC,Colombia,Drama,16.0,Masculino
2017,SmarTIC,Colombia,Documental,7.0,Femenino
2017,SmarTIC,Colombia,Comedia,41.0,Femenino
2017,SmarTIC,Colombia,Ficcion,13.0,Masculino
2017,SmarTIC,Colombia,Comedia,16.0,Masculino
2017,SmarTIC,Colombia,Drama,33.0,Femenino
2017,SmarTIC,Colombia,Documental,39.0,Femenino
2017,SmarTIC,Colombia,Drama,21.0,Femenino
2017,SmarTIC,Colombia,Documental,26.0,Femenino
2017,SmarTIC,Colombia,Documental,22.0,Femenino
2017,SmarTIC,Colombia,Documental,17.0,Femenino
2017,SmarTIC,Colombia,Drama,24.0,Femenino
2017,SmarTIC,Colombia,Terror,12.0,Masculino
2017,SmarTIC,Colombia,Documental,30.0,Femenino
2017,SmarTIC,Colombia,Suspenso,32.0,Masculino
2017,SmarTIC,Colombia,Documental,15.0,Masculino
2017,SmarTIC,Colombia,Terror,21.0,Masculino
2017,SmarTIC,Colombia,Documental,22.0,Femenino
2017,SmarTIC,Colombia,Terror,18.0,Masculino
2017,SmarTIC,Colombia,Documental,30.0,Masculino
2017,SmarTIC,Colombia,Drama,30.0,Femenino
2017,SmarTIC,Colombia,Drama,14.0,Masculino
2017,SmarTIC,Colombia,Drama,45.0,Femenino
2017,SmarTIC,Colombia,Documental,37.0,Femenino
2017,SmarTIC,Colombia,Documental,22.0,Masculino
2017,SmarTIC,Colombia,Terror,17.0,Masculino
2017,SmarTIC,Colombia,Comedia,34.0,Masculino
2017,SmarTIC,Colombia,Accion,23.0,Masculino
2017,SmarTIC,Colombia,Documental,24.0,Masculino
2017,SmarTIC,Colombia,Documental,30.0,Femenino
2017,SmarTIC,Colombia,Documental,37.0,Masculino
2017,SmarTIC,Colombia,Documental,31.0,Masculino
2017,SmarTIC,Colombia,Documental,39.0,Masculino
2017,SmarTIC,Colombia,Documental,41.0,Masculino
2017,SmarTIC,Colombia,Suspenso,16.0,Masculino
2017,SmarTIC,Colombia,Documental,28.0,Masculino
2017,SmarTIC,Colombia,Drama,56.0,Masculino
2017,SmarTIC,Colombia,Drama,28.0,Femenino
2017,SmarTIC,Colombia,Documental,13.0,Masculino
2017,SmarTIC,Colombia,Terror,14.0,Femenino
2017,SmarTIC,Colombia,Accion,17.0,Femenino
2017,SmarTIC,Colombia,Documental,27.0,Masculino
2017,SmarTIC,Colombia,Documental,16.0,Femenino
2017,SmarTIC,Colombia,Comedia,32.0,Masculino
2017,SmarTIC,Colombia,Ficcion,23.0,Femenino
2017,SmarTIC,Extranjero,Ficcion,23.0,Masculino
2017,SmarTIC,Colombia,Documental,39.0,Femenino
2017,SmarTIC,Colombia,Documental,50.0,Masculino
2017,SmarTIC,Colombia,Documental,11.0,Masculino
2017,SmarTIC,Colombia,Documental,58.0,Masculino
2017,SmarTIC,Colombia,Suspenso,27.0,Femenino
2017,SmarTIC,Colombia,Drama,35.0,Femenino
2017,SmarTIC,Colombia,Accion,22.0,Masculino
2017,SmarTIC,Colombia,Documental,7.0,Femenino
2017,SmarTIC,Colombia,Drama,39.0,Masculino
2017,SmarTIC,Colombia,Drama,28.0,Femenino
2017,SmarTIC,Colombia,Comedia,30.0,Masculino
